sample_size,standard_deviation
3,0.35911199569357255
3,0.3623717562418744
3,0.35977050956818857
3,0.3634329847576536
3,0.36229762259956355
3,0.3616274825371732
3,0.3620109314870332
3,0.3626712269644648
3,0.3612277323515101
3,0.35922779299149016
3,0.3643618686852926
3,0.36264176391759895
3,0.3597284342088206
3,0.3602976927881884
3,0.36229400438895687
3,0.36227962785567164
3,0.36227354340058093
3,0.3628670838994837
3,0.362417468360013
3,0.3635550441715115
3,0.36528359328078736
3,0.3644531198354563
3,0.36091275836695585
3,0.36470820110373026
3,0.36135954104580137
3,0.36248943325634275
3,0.3629186585041754
3,0.359498447452762
3,0.3632459176927588
3,0.36268505769184284
3,0.362827224956816
3,0.3623672758522281
3,0.36006542861909707
3,0.3608240558078578
3,0.3622324433141629
3,0.3661623959742178
3,0.3630954481159621
3,0.36234906281294743
3,0.35984900496680894
3,0.36068153319480145
3,0.3626814771672697
3,0.363556165037843
3,0.3656676063286123
3,0.3615623192996984
3,0.3618178059779428
3,0.3643486777826629
3,0.36189101896408
3,0.36266722651773203
3,0.3634399510577928
3,0.3639590579376883
3,0.36424903089276245
3,0.3589526425447839
3,0.3640512273813805
3,0.3633011243478726
3,0.3652090024630744
3,0.36287498419596503
3,0.36425869959642077
3,0.36089169633419843
3,0.36369835966234576
3,0.36260558758099926
3,0.36216625778946737
3,0.3627830187083606
3,0.361713100058508
3,0.36134481490068676
3,0.3602796123918743
3,0.3606029893020839
3,0.3612809709026064
3,0.36195316488309304
3,0.36372372121212415
3,0.3607513416855654
3,0.3635909719819736
3,0.3594471850985519
3,0.3652547970896153
3,0.3623737269521445
3,0.36368725890498305
3,0.361904178317203
3,0.36708737273848785
3,0.36420106150851617
3,0.365847709916574
3,0.36162304871292933
3,0.36256649970565713
3,0.36209566154321926
3,0.36208486802312895
3,0.36154368879126
3,0.36065817124538935
3,0.36519993987344646
3,0.363185475122978
3,0.36015340772406457
3,0.36195191079588807
3,0.36304656046949857
3,0.36347226351177087
3,0.36195040019690344
3,0.3599442843087102
3,0.3652967642062953
3,0.3627230316450861
3,0.36184717796105104
3,0.36084333364536186
3,0.3628229204261184
3,0.36149083708477714
3,0.36173622400475197
3,0.3628934398713684
3,0.3606277237394266
3,0.3593849455719261
3,0.36138201398314707
3,0.36479321189947284
3,0.3614374405425913
3,0.3609230362394578
3,0.3618101551396216
3,0.36147257598223204
3,0.3591575151073176
3,0.36296389767570664
3,0.3610929465205238
3,0.3625656855926827
3,0.36254858032626164
3,0.36267972991080977
3,0.36120133873422766
3,0.36282346795709175
3,0.3586608087754457
3,0.3599153003169335
3,0.36288312235372766
3,0.36208823217830677
3,0.3627053204240625
3,0.3629985101645672
3,0.3630553491777034
3,0.36079080490969223
3,0.3605504475579933
3,0.3607943537076778
3,0.3648518841406545
3,0.36081244972818843
3,0.36086800507234096
3,0.36146685442549603
3,0.36013603188654214
3,0.35698703102430845
3,0.36364175865371706
3,0.3637325013807451
3,0.3617882511518395
3,0.36073932231558115
3,0.3631061347563888
3,0.361081900591793
3,0.36206941113225505
3,0.3652441834609281
3,0.3621162168820913
3,0.3663183662994982
3,0.36333201753548344
3,0.36339969063011224
3,0.3657344296775343
3,0.36282453125497954
3,0.3626223020403914
3,0.36217973404508913
3,0.36531540843918536
3,0.3630304210865551
3,0.361419539605457
3,0.3628669605889727
3,0.361436815624875
3,0.36219314219505977
3,0.3622189009631654
3,0.3605025848380752
3,0.36124649832136807
3,0.36175463346395953
3,0.3650494612460183
3,0.3604702580499891
3,0.3628962286005069
3,0.35820965453146386
3,0.36279279597285924
3,0.35883083974247576
3,0.35932652362027
3,0.3631942750418214
3,0.36132875659797187
3,0.36257921014969713
3,0.3626281070181387
3,0.36360356391950344
3,0.3632400398459227
3,0.36435278314807257
3,0.3639274583062361
3,0.3620903057615203
3,0.3621932669558602
3,0.36422741289574345
3,0.3645326242185669
3,0.36232994274809505
3,0.3622476647278397
3,0.3578016708445449
3,0.36060600314128655
3,0.3596434079290639
3,0.359554202528954
3,0.3623180670233227
3,0.36161210979824576
3,0.3578378606152615
3,0.3618170311920377
3,0.3628788198874342
3,0.36373095699819474
3,0.3591159097708128
3,0.3610968295766361
3,0.36295898451870595
3,0.3649717734350095
3,0.36090736290974623
3,0.36179629710191613
3,0.3644770999163683
3,0.36176792123430274
3,0.36572632061646815
3,0.36086987389175035
3,0.36205956717219795
3,0.3613023274336169
3,0.36239666638865425
3,0.3640652184668163
3,0.36722999563622705
3,0.3586879300883373
3,0.3613601754036341
3,0.36203422551269715
3,0.3607355554349447
3,0.3627705669490241
3,0.36163435630725566
3,0.36388583564681104
3,0.3626795110858969
3,0.36378596628655263
3,0.3610896302210679
3,0.36197115569097793
3,0.3619493910935979
3,0.36186742704307806
3,0.3611038566477956
3,0.36707998460609936
3,0.36263998353898963
3,0.36538000492449385
3,0.3628993351636311
3,0.36480625642048425
3,0.36220602401905955
3,0.36205842329954524
3,0.36280856745365236
3,0.3647630666047529
3,0.36174777037095535
3,0.3623878183912007
3,0.3611367611453531
3,0.36384303592030637
3,0.3646933116008807
3,0.362827291592411
3,0.3613864331280521
3,0.3609934364416556
3,0.35917508335003107
3,0.3626520235133523
3,0.3622221851199281
3,0.36058786397569464
3,0.36209479937138206
3,0.3599837942093099
3,0.3609220850817057
3,0.36187104698110334
3,0.3638496988379145
3,0.3616182485626108
3,0.36246277172164254
3,0.36352657920215803
3,0.3640083936854578
3,0.3612987260091972
3,0.3629386403583121
3,0.36026300456503585
3,0.36139374054996315
3,0.3629680700844283
3,0.3608032358484055
3,0.3602239327777
3,0.36596262904236737
3,0.36098421190912183
3,0.3630925506856917
3,0.36032188807509846
3,0.3639222108808875
3,0.3615652842880039
3,0.3647292232703431
3,0.3597175567868446
3,0.36258578719648354
3,0.3650321160011448
3,0.3612603860035763
3,0.36383744290202347
3,0.3649534711666069
3,0.36401227337867553
3,0.35989843767661545
3,0.3639457775489298
3,0.36241770846784965
3,0.3595193293886398
3,0.3596633672678201
3,0.3630043355212213
3,0.3622916797629227
3,0.36060528530050434
3,0.3619661142564903
3,0.3640053564534061
3,0.361460725882803
3,0.3622531321837783
3,0.361761110223308
3,0.3602524884114295
3,0.3607403793755225
3,0.3631159589149486
3,0.3623862268911111
3,0.36731031296441946
3,0.3629671818031168
3,0.363614812233422
3,0.36393915782473146
3,0.36369811185260764
3,0.36181009763043803
3,0.3626816551303805
3,0.36290606776248846
3,0.36049198496890905
3,0.3640119431055519
3,0.3613825896452461
3,0.3621531521682983
3,0.35891935655299245
3,0.3634794560281672
3,0.36446742023346534
3,0.3648909122191891
3,0.3588691508394598
3,0.3615749624205409
3,0.3609135721644344
3,0.3630043274735331
3,0.3639285651911299
3,0.3620165720497715
3,0.36315888732955587
3,0.36194440289382296
3,0.3639963085792419
3,0.3607476516251626
3,0.35834495333727406
3,0.36534746255445105
3,0.36336977109725993
3,0.3625720939904572
3,0.35847733239484864
3,0.3611795896523558
3,0.3644688851108423
3,0.364051470703952
3,0.36154290958715096
3,0.3623888513723908
3,0.36142578506848755
3,0.3617098902413538
3,0.3612571053677063
3,0.35963467725214543
3,0.36302305954983893
3,0.3623298912082434
3,0.36308538160016585
3,0.35899217010328777
3,0.3613524725516299
3,0.361381585449125
3,0.3648411806494808
3,0.36557921622783324
3,0.36345374976725103
3,0.3624233374207057
3,0.36030752963517454
3,0.3634734445066667
3,0.3645383381325586
3,0.36145047710059286
3,0.3619246971790918
3,0.362687690649979
3,0.3605077652248077
3,0.3618897157533406
3,0.3640758455399752
3,0.3598900287880462
3,0.35812757176534443
3,0.3649577515347296
3,0.36418466046838166
3,0.36429591204250833
3,0.362567669784919
3,0.35927784118006556
3,0.36104192800185125
3,0.36321693977687025
3,0.36285067802182824
3,0.3598701671384338
3,0.3623448958182931
3,0.36296238452267154
3,0.3636536252909303
3,0.3581535556597178
3,0.3628488547507913
3,0.36059492978462876
3,0.36062744099643523
3,0.3610106214377461
3,0.36227936937896266
3,0.3633486723008831
3,0.3624494109931987
3,0.3636440827963203
3,0.35926676256150936
3,0.3609323191919656
3,0.36110905834230084
3,0.3608377269969207
3,0.3610824187857087
3,0.36160890399467116
3,0.3632918156343884
3,0.36368956347365033
3,0.36222924374153037
3,0.3609608415598453
3,0.364230084851107
3,0.36116762390762547
3,0.36063784407387156
3,0.3636100015779686
3,0.3644167958832018
3,0.3613599741573158
3,0.3650828293950032
3,0.3613557390493029
3,0.36404293766317475
3,0.36458662765304284
3,0.3623335840146322
3,0.3633122067963448
3,0.36357416733091863
3,0.3608153513299929
3,0.36291981446758614
3,0.36332822489821165
3,0.36091056561413704
3,0.36180122443249746
3,0.36192776767746293
3,0.36160027287824614
3,0.36256719000281773
3,0.3593171498307467
3,0.36278499340846276
3,0.36242516116139084
3,0.3624630766807538
3,0.36253177236525863
3,0.3617333521631638
3,0.36282425814963504
3,0.3626650346152078
3,0.3619085857626201
3,0.36117412190292225
3,0.36309793348196184
3,0.36119059245968105
3,0.36041663883676134
3,0.3601678065796357
3,0.36203743489821094
3,0.36459245295552684
3,0.36091526382932426
3,0.3657353311063081
3,0.3619534115698097
3,0.3640975885593446
3,0.3645030533801897
3,0.3624041110642535
3,0.36515223737410857
3,0.3651681529103586
3,0.3646166409526165
3,0.35999895397793674
3,0.35859014478612933
3,0.3618115048085777
3,0.3618558345580109
3,0.3622844548687008
3,0.36085644810560547
3,0.363126394031633
3,0.3604502819486971
3,0.3617334970129498
3,0.36538768785040376
3,0.3600321460951229
3,0.36131970401791164
3,0.3617461217733757
3,0.3614470345270378
3,0.35893775453455534
3,0.36429895628900183
3,0.36126033888477727
3,0.36434646213641764
3,0.35853104981799155
3,0.36282611733019404
3,0.36548328617443726
3,0.36229938994448235
3,0.36140882448244743
3,0.36262909494422596
3,0.36167650852035793
3,0.3600194046075918
3,0.36256055068924187
3,0.36374461521505985
3,0.3601878131268305
3,0.36170725728785114
3,0.36125802306839916
3,0.3612032696489865
3,0.35921893616519573
3,0.36209360975846766
3,0.3635648623143821
3,0.36176176425889894
3,0.36328585199677604
3,0.36549749429060097
3,0.36179137862395777
3,0.36547498700423786
3,0.365752766708604
3,0.3622683271140397
3,0.36211271258514655
3,0.3593013211884189
3,0.3607416392703026
3,0.36603885868782676
3,0.36263920129474414
3,0.3629941430743547
3,0.3626475462458427
3,0.36237688336975754
3,0.36235891151702976
3,0.36304519627158344
3,0.3618769586709343
3,0.364128962311091
3,0.35963766659617685
